Discharge,Feelings and Urge,Pain and Infection,Physical Conditions,Critical Feelings,Disease,Critical
"Yellow,green discharge",Tired,Blurred Vision,Swollen testicles,NIL,Typhoid,Critical
"Yellow,green discharge",Hunger,Blurred Vision,Rose spots,NIL,Typhoid,Critical
"Yellow,green discharge",Hunger,Blurred Vision,NIL,Severe pelvic pain,Gonorrhea,Critical
Painful Urination,Fever,Headache,Swollen testicles,Seizures,Typhoid,Critical
"Yellow,green discharge",Fever,Headache,Rashes,NIL,Typhoid,Critical
"Yellow,green discharge",Urge to urinate,Muscle Aches,Rashes,Severe pelvic pain,Gonorrhea,Critical
Difficulties in stooling,Urge to urinate,Headache,Rashes,Slow heart rate and pulse,Gonorrhea,Critical
Frequent Urination,Tired,Headache,Swollen testicles,Severe pelvic pain,Diabetes,Critical
"Yellow,green discharge",Urge to urinate,Swollen genitals,Excessive Urination and Thirst,Cough and breathing difficulties,Diabetes,Critical
"Yellow,green discharge",Tired,Muscle Aches,Excessive Urination and Thirst,Severe pelvic pain,Diabetes,Critical
Difficulties in stooling,Urge to urinate,Frequent Infection,Swollen testicles,NIL,Gonorrhea,Critical
Painful Urination,Urge to urinate,Frequent Infection,Swollen testicles,Confusion,Gonorrhea,Critical
Frequent Urination,Fever,Muscle Aches,Bloody diarrhea,Disorientation,Diabetes,Critical
Painful Urination,Urge to urinate,Frequent Infection,Rose spots,Severe pelvic pain,Gonorrhea,Critical
"Yellow,green discharge",Urge to urinate,Abdominal Pain,Rashes,Severe pelvic pain,Gonorrhea,Critical
Frequent Urination,Hunger,Frequent Infection,Excessive Urination and Thirst,Seizures,Diabetes,Critical
Painful Urination,Urge to urinate,Headache,Rashes,NIL,Gonorrhea,Critical
Painful Urination,Hunger,Anal Itching and Pain,NIL,Confusion,Typhoid,Critical
"Yellow,green discharge",Hunger,Anal Itching and Pain,Rashes,Cough and breathing difficulties,Typhoid,Critical
Difficulties in stooling,Hunger,Swollen genitals,Rose spots,Severe pelvic pain,Gonorrhea,Critical
Difficulties in stooling,Urge to urinate,Abdominal Pain,Excessive Urination and Thirst,Severe pelvic pain,Diabetes,Critical
Frequent Urination,Urge to urinate,Headache,Rashes,Slow heart rate and pulse,Diabetes,Critical
"Yellow,green discharge",Tired,Blurred Vision,Excessive Urination and Thirst,Cough and breathing difficulties,Diabetes,Critical
"Yellow,green discharge",Fever,Blurred Vision,NIL,Cough and breathing difficulties,Typhoid,Critical
"Yellow,green discharge",Fever,Headache,Rose spots,NIL,Typhoid,Critical
"Yellow,green discharge",Hunger,Anal Itching and Pain,NIL,Disorientation,Typhoid,Critical
Painful Urination,Urge to urinate,Headache,Rose spots,Slow heart rate and pulse,Gonorrhea,Critical
Difficulties in stooling,Fever,Abdominal Pain,Excessive Urination and Thirst,NIL,Diabetes,Critical
Frequent Urination,Urge to urinate,Anal Itching and Pain,Excessive Urination and Thirst,Cough and breathing difficulties,Diabetes,Critical
Difficulties in stooling,Fever,Headache,Bloody diarrhea,Seizures,Typhoid,Critical
Difficulties in stooling,Hunger,Swollen genitals,Excessive Urination and Thirst,Seizures,Diabetes,Critical
Difficulties in stooling,Fever,Muscle Aches,Excessive Urination and Thirst,Disorientation,Diabetes,Critical
Frequent Urination,Hunger,Muscle Aches,Rose spots,Confusion,Diabetes,Critical
Difficulties in stooling,Fever,Muscle Aches,Rashes,Confusion,Typhoid,Critical
Painful Urination,Urge to urinate,Muscle Aches,Swollen testicles,Cough and breathing difficulties,Gonorrhea,Critical
"Yellow,green discharge",Hunger,Headache,Swollen testicles,Seizures,Typhoid,Critical
"Yellow,green discharge",Urge to urinate,Frequent Infection,Rose spots,Confusion,Gonorrhea,Critical
Frequent Urination,Fever,Abdominal Pain,Bloody diarrhea,NIL,Diabetes,Critical
Difficulties in stooling,Tired,Swollen genitals,Rose spots,Slow heart rate and pulse,Typhoid,Critical
"Yellow,green discharge",Urge to urinate,Frequent Infection,NIL,Cough and breathing difficulties,Gonorrhea,Critical
"Yellow,green discharge",Urge to urinate,Abdominal Pain,Rose spots,Cough and breathing difficulties,Gonorrhea,Critical
"Yellow,green discharge",Urge to urinate,Muscle Aches,Rashes,Disorientation,Gonorrhea,Critical
Frequent Urination,Tired,Blurred Vision,Excessive Urination and Thirst,Slow heart rate and pulse,Diabetes,Critical
Frequent Urination,Fever,Blurred Vision,Rose spots,Slow heart rate and pulse,Diabetes,Critical
Painful Urination,Fever,Anal Itching and Pain,Excessive Urination and Thirst,Cough and breathing difficulties,Diabetes,Critical
Difficulties in stooling,Urge to urinate,Swollen genitals,Rashes,Slow heart rate and pulse,Gonorrhea,Critical
Frequent Urination,Hunger,Frequent Infection,Rose spots,Severe pelvic pain,Diabetes,Critical
Difficulties in stooling,Tired,Abdominal Pain,NIL,NIL,Gonorrhea,Not Critical
"Yellow,green discharge",Fever,Anal Itching and Pain,Bloody diarrhea,Slow heart rate and pulse,Typhoid,Critical
Difficulties in stooling,Urge to urinate,Abdominal Pain,Swollen testicles,Severe pelvic pain,Gonorrhea,Critical
Frequent Urination,Fever,Abdominal Pain,Swollen testicles,Disorientation,Diabetes,Critical
Difficulties in stooling,Tired,Swollen genitals,Rashes,Disorientation,Typhoid,Critical
"Yellow,green discharge",Urge to urinate,Abdominal Pain,Bloody diarrhea,Confusion,Gonorrhea,Critical
Frequent Urination,Hunger,Abdominal Pain,Bloody diarrhea,Cough and breathing difficulties,Diabetes,Critical
"Yellow,green discharge",Urge to urinate,Swollen genitals,Rashes,Disorientation,Gonorrhea,Critical
Painful Urination,Fever,Swollen genitals,Bloody diarrhea,Confusion,Typhoid,Critical
Difficulties in stooling,Hunger,Frequent Infection,Swollen testicles,NIL,Typhoid,Critical
Painful Urination,Tired,Blurred Vision,Excessive Urination and Thirst,NIL,Diabetes,Critical
Difficulties in stooling,Hunger,Muscle Aches,Rashes,Slow heart rate and pulse,Typhoid,Critical
Painful Urination,Urge to urinate,Headache,Rose spots,NIL,Gonorrhea,Critical
"Yellow,green discharge",Tired,Anal Itching and Pain,NIL,Cough and breathing difficulties,Typhoid,Critical
Painful Urination,Hunger,Frequent Infection,Rashes,NIL,Typhoid,Critical
Difficulties in stooling,Urge to urinate,Anal Itching and Pain,NIL,Confusion,Gonorrhea,Critical
Frequent Urination,Hunger,Muscle Aches,Swollen testicles,Seizures,Diabetes,Critical
Painful Urination,Urge to urinate,Abdominal Pain,Rashes,Slow heart rate and pulse,Gonorrhea,Critical
"Yellow,green discharge",Tired,Muscle Aches,Swollen testicles,Disorientation,Typhoid,Critical
"Yellow,green discharge",Tired,Headache,Rashes,Disorientation,Typhoid,Critical
Difficulties in stooling,Hunger,Abdominal Pain,Bloody diarrhea,Confusion,Typhoid,Critical
Painful Urination,Urge to urinate,Blurred Vision,Rose spots,Seizures,Gonorrhea,Critical
"Yellow,green discharge",Fever,Frequent Infection,Bloody diarrhea,Cough and breathing difficulties,Typhoid,Critical
Painful Urination,Urge to urinate,Swollen genitals,Rose spots,Slow heart rate and pulse,Gonorrhea,Critical
Frequent Urination,Fever,Blurred Vision,Excessive Urination and Thirst,Seizures,Diabetes,Critical
Painful Urination,Tired,Frequent Infection,Excessive Urination and Thirst,Cough and breathing difficulties,Diabetes,Critical
Difficulties in stooling,Hunger,Anal Itching and Pain,Bloody diarrhea,Disorientation,Typhoid,Critical
Frequent Urination,Hunger,Anal Itching and Pain,Rose spots,Slow heart rate and pulse,Diabetes,Critical
Painful Urination,Tired,Frequent Infection,Bloody diarrhea,Confusion,Typhoid,Critical
Frequent Urination,Fever,Frequent Infection,Bloody diarrhea,Disorientation,Diabetes,Critical
Frequent Urination,Urge to urinate,Muscle Aches,NIL,Seizures,Diabetes,Critical
"Yellow,green discharge",Fever,Anal Itching and Pain,Rashes,Severe pelvic pain,Gonorrhea,Critical
"Yellow,green discharge",Hunger,Anal Itching and Pain,Bloody diarrhea,Disorientation,Typhoid,Critical
"Yellow,green discharge",Urge to urinate,Frequent Infection,Excessive Urination and Thirst,Seizures,Diabetes,Critical
Painful Urination,Urge to urinate,Headache,Swollen testicles,Slow heart rate and pulse,Gonorrhea,Critical
Painful Urination,Urge to urinate,Anal Itching and Pain,NIL,NIL,Typhoid,Not Critical
"Yellow,green discharge",Tired,Anal Itching and Pain,Rose spots,Cough and breathing difficulties,Typhoid,Critical
Frequent Urination,Fever,Swollen genitals,Swollen testicles,Confusion,Diabetes,Critical
"Yellow,green discharge",Urge to urinate,Muscle Aches,NIL,Slow heart rate and pulse,Gonorrhea,Critical
Frequent Urination,Tired,Headache,NIL,NIL,Diabetes,Not Critical
Painful Urination,Hunger,Headache,Swollen testicles,NIL,Typhoid,Critical
Frequent Urination,Fever,Frequent Infection,Bloody diarrhea,Severe pelvic pain,Diabetes,Critical
Painful Urination,Tired,Headache,Excessive Urination and Thirst,Cough and breathing difficulties,Diabetes,Critical
"Yellow,green discharge",Fever,Anal Itching and Pain,Rose spots,Slow heart rate and pulse,Typhoid,Critical
Difficulties in stooling,Fever,Abdominal Pain,NIL,NIL,Typhoid,Not Critical
Frequent Urination,Hunger,Frequent Infection,Rashes,Slow heart rate and pulse,Diabetes,Critical
Frequent Urination,Tired,Muscle Aches,Excessive Urination and Thirst,Disorientation,Diabetes,Critical
Painful Urination,Hunger,Frequent Infection,Bloody diarrhea,Seizures,Typhoid,Critical
Difficulties in stooling,Urge to urinate,Abdominal Pain,Swollen testicles,Seizures,Gonorrhea,Critical
Painful Urination,Tired,Headache,Rashes,Severe pelvic pain,Gonorrhea,Critical
"Yellow,green discharge",Hunger,Muscle Aches,Rose spots,Confusion,Typhoid,Critical
Painful Urination,Fever,Frequent Infection,Swollen testicles,Cough and breathing difficulties,Typhoid,Critical
Difficulties in stooling,Hunger,Abdominal Pain,Rashes,Disorientation,Typhoid,Critical
Frequent Urination,Hunger,Muscle Aches,Rose spots,Disorientation,Diabetes,Critical
Difficulties in stooling,Hunger,Anal Itching and Pain,Swollen testicles,Seizures,Typhoid,Critical
"Yellow,green discharge",Fever,Abdominal Pain,Excessive Urination and Thirst,Slow heart rate and pulse,Diabetes,Critical
Difficulties in stooling,Urge to urinate,Frequent Infection,Rose spots,Cough and breathing difficulties,Gonorrhea,Critical
Frequent Urination,Fever,Headache,Bloody diarrhea,Slow heart rate and pulse,Diabetes,Critical
Painful Urination,Urge to urinate,Swollen genitals,Swollen testicles,Slow heart rate and pulse,Gonorrhea,Critical
"Yellow,green discharge",Fever,Frequent Infection,Bloody diarrhea,Seizures,Typhoid,Critical
Difficulties in stooling,Fever,Headache,Swollen testicles,NIL,Typhoid,Critical
Difficulties in stooling,Tired,Headache,Excessive Urination and Thirst,Slow heart rate and pulse,Diabetes,Critical
"Yellow,green discharge",Hunger,Headache,Bloody diarrhea,Disorientation,Typhoid,Critical
Difficulties in stooling,Urge to urinate,Blurred Vision,Rashes,Confusion,Gonorrhea,Critical
Difficulties in stooling,Tired,Muscle Aches,Rose spots,Seizures,Typhoid,Critical
Frequent Urination,Tired,Headache,Excessive Urination and Thirst,Confusion,Diabetes,Critical
Painful Urination,Urge to urinate,Swollen genitals,Excessive Urination and Thirst,Disorientation,Diabetes,Critical
Frequent Urination,Hunger,Anal Itching and Pain,Rashes,Cough and breathing difficulties,Diabetes,Critical
"Yellow,green discharge",Urge to urinate,Headache,Swollen testicles,Severe pelvic pain,Gonorrhea,Critical
Frequent Urination,Fever,Swollen genitals,Rashes,NIL,Diabetes,Critical
Difficulties in stooling,Fever,Anal Itching and Pain,Rashes,Cough and breathing difficulties,Typhoid,Critical
"Yellow,green discharge",Fever,Abdominal Pain,Rashes,Confusion,Typhoid,Critical
Difficulties in stooling,Tired,Blurred Vision,NIL,Disorientation,Typhoid,Critical
"Yellow,green discharge",Fever,Swollen genitals,Rashes,Cough and breathing difficulties,Typhoid,Critical
Painful Urination,Urge to urinate,Frequent Infection,Rashes,Slow heart rate and pulse,Gonorrhea,Critical
Difficulties in stooling,Fever,Muscle Aches,Bloody diarrhea,Severe pelvic pain,Gonorrhea,Critical
"Yellow,green discharge",Urge to urinate,Frequent Infection,Excessive Urination and Thirst,Cough and breathing difficulties,Diabetes,Critical
Frequent Urination,Fever,Frequent Infection,Rashes,NIL,Diabetes,Critical
"Yellow,green discharge",Urge to urinate,Blurred Vision,Swollen testicles,Cough and breathing difficulties,Gonorrhea,Critical
Frequent Urination,Fever,Muscle Aches,Excessive Urination and Thirst,NIL,Diabetes,Critical
Painful Urination,Urge to urinate,Muscle Aches,Excessive Urination and Thirst,Severe pelvic pain,Diabetes,Critical
Painful Urination,Tired,Swollen genitals,Swollen testicles,NIL,Typhoid,Critical
Difficulties in stooling,Tired,Abdominal Pain,Swollen testicles,Slow heart rate and pulse,Typhoid,Critical
Difficulties in stooling,Hunger,Muscle Aches,Bloody diarrhea,Seizures,Typhoid,Critical
Frequent Urination,Urge to urinate,Blurred Vision,Bloody diarrhea,Confusion,Diabetes,Critical
Difficulties in stooling,Urge to urinate,Frequent Infection,Rose spots,Confusion,Gonorrhea,Critical
Frequent Urination,Fever,Frequent Infection,Rashes,Severe pelvic pain,Diabetes,Critical
Painful Urination,Tired,Abdominal Pain,Rose spots,Slow heart rate and pulse,Typhoid,Critical
Painful Urination,Fever,Muscle Aches,NIL,Slow heart rate and pulse,Typhoid,Critical
"Yellow,green discharge",Tired,Headache,Excessive Urination and Thirst,Disorientation,Diabetes,Critical
Frequent Urination,Hunger,Swollen genitals,NIL,Seizures,Diabetes,Critical
Difficulties in stooling,Urge to urinate,Frequent Infection,Bloody diarrhea,Cough and breathing difficulties,Gonorrhea,Critical
Frequent Urination,Fever,Muscle Aches,Swollen testicles,NIL,Diabetes,Critical
Difficulties in stooling,Hunger,Headache,Bloody diarrhea,Slow heart rate and pulse,Typhoid,Critical
Frequent Urination,Urge to urinate,Headache,Rashes,Cough and breathing difficulties,Diabetes,Critical
Difficulties in stooling,Fever,Frequent Infection,Swollen testicles,Severe pelvic pain,Gonorrhea,Critical
Painful Urination,Fever,Blurred Vision,Swollen testicles,Slow heart rate and pulse,Typhoid,Critical
Frequent Urination,Urge to urinate,Muscle Aches,Bloody diarrhea,Cough and breathing difficulties,Diabetes,Critical
"Yellow,green discharge",Urge to urinate,Anal Itching and Pain,NIL,Confusion,Gonorrhea,Critical
Frequent Urination,Tired,Abdominal Pain,Rose spots,Disorientation,Diabetes,Critical
Frequent Urination,Hunger,Blurred Vision,NIL,Slow heart rate and pulse,Diabetes,Critical
Painful Urination,Fever,Headache,Swollen testicles,Confusion,Typhoid,Critical
Painful Urination,Hunger,Muscle Aches,Excessive Urination and Thirst,Confusion,Diabetes,Critical
"Yellow,green discharge",Fever,Abdominal Pain,Bloody diarrhea,Disorientation,Typhoid,Critical
"Yellow,green discharge",Tired,Headache,Swollen testicles,Cough and breathing difficulties,Typhoid,Critical
Frequent Urination,Urge to urinate,Abdominal Pain,Bloody diarrhea,Severe pelvic pain,Diabetes,Critical
Frequent Urination,Hunger,Abdominal Pain,Rashes,Cough and breathing difficulties,Diabetes,Critical
Difficulties in stooling,Urge to urinate,Headache,NIL,Seizures,Gonorrhea,Critical
Painful Urination,Hunger,Swollen genitals,Excessive Urination and Thirst,Confusion,Diabetes,Critical
Difficulties in stooling,Fever,Abdominal Pain,Bloody diarrhea,Slow heart rate and pulse,Typhoid,Critical
Painful Urination,Hunger,Anal Itching and Pain,Rose spots,Cough and breathing difficulties,Typhoid,Critical
Difficulties in stooling,Urge to urinate,Abdominal Pain,Rashes,Slow heart rate and pulse,Gonorrhea,Critical
Frequent Urination,Urge to urinate,Abdominal Pain,Bloody diarrhea,NIL,Diabetes,Critical
Painful Urination,Tired,Blurred Vision,Rose spots,Severe pelvic pain,Gonorrhea,Critical
Difficulties in stooling,Hunger,Muscle Aches,Rashes,Confusion,Typhoid,Critical
Painful Urination,Tired,Anal Itching and Pain,Excessive Urination and Thirst,Disorientation,Diabetes,Critical
"Yellow,green discharge",Tired,Anal Itching and Pain,Rashes,Slow heart rate and pulse,Typhoid,Critical
Frequent Urination,Urge to urinate,Anal Itching and Pain,Excessive Urination and Thirst,Slow heart rate and pulse,Diabetes,Critical
"Yellow,green discharge",Tired,Swollen genitals,Excessive Urination and Thirst,Severe pelvic pain,Diabetes,Critical
Frequent Urination,Fever,Headache,NIL,Cough and breathing difficulties,Diabetes,Critical
Painful Urination,Urge to urinate,Swollen genitals,Swollen testicles,Seizures,Gonorrhea,Critical
Painful Urination,Hunger,Blurred Vision,NIL,Cough and breathing difficulties,Typhoid,Critical
"Yellow,green discharge",Urge to urinate,Blurred Vision,Rashes,Disorientation,Gonorrhea,Critical
Frequent Urination,Hunger,Muscle Aches,Excessive Urination and Thirst,NIL,Diabetes,Critical
Frequent Urination,Urge to urinate,Swollen genitals,Excessive Urination and Thirst,Seizures,Diabetes,Critical
"Yellow,green discharge",Fever,Muscle Aches,Rose spots,Slow heart rate and pulse,Typhoid,Critical
Frequent Urination,Tired,Headache,Excessive Urination and Thirst,Severe pelvic pain,Diabetes,Critical
Painful Urination,Hunger,Swollen genitals,Bloody diarrhea,Confusion,Typhoid,Critical
Frequent Urination,Fever,Frequent Infection,Bloody diarrhea,Cough and breathing difficulties,Diabetes,Critical
Painful Urination,Tired,Muscle Aches,NIL,Disorientation,Typhoid,Critical
Painful Urination,Tired,Frequent Infection,NIL,NIL,Gonorrhea,Not Critical
Difficulties in stooling,Tired,Muscle Aches,Swollen testicles,Severe pelvic pain,Gonorrhea,Critical
Difficulties in stooling,Tired,Abdominal Pain,Rashes,Disorientation,Typhoid,Critical
Painful Urination,Urge to urinate,Abdominal Pain,Rose spots,Severe pelvic pain,Gonorrhea,Critical
Difficulties in stooling,Urge to urinate,Abdominal Pain,NIL,Confusion,Gonorrhea,Critical
